"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BDXA","Becton, Dickinson and Company","62.38","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bdxa",
"BHVN","Biohaven Pharmaceutical Holding Company Ltd.","50.72","2245002013.76","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhvn",
"BSX","Boston Scientific Corporation","38.66","53756723891.72","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",
"BMY","Bristol-Myers Squibb Company","47.09","76882707047.93","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",
"BKD","Brookdale Senior Living Inc.","6.6","1231557465.6","n/a","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",
"CBM","Cambrex Corporation","39.18","1318593692.7","n/a","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbm",
"CMD","Cantel Medical Corp.","66.85","2789068905","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cmd",
"CSU","Capital Senior Living Corporation","4.07","127456547.35","n/a","1997","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/csu",
"CAH","Cardinal Health, Inc.","49.12","14638577995.36","n/a","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/cah",
"CTLT","Catalent, Inc.","40.73","5931619911.73","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctlt",
"CNC","Centene Corporation","54.16","22378404033.36","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnc",
"CRL","Charles River Laboratories International, Inc.","145.5","7016929996.5","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/crl",
"CHE","Chemed Corp.","324.1","5175056702.9","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/che",
"CI","Cigna Corporation","161.87","61520144988.29","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ci",
"CYH","Community Health Systems, Inc.","3.85","447474816.25","n/a","2000","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyh",
"CCM","Concord Medical Services Holdings Limited","2.86","124021017.12","n/a","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/ccm",
"CRY","CryoLife, Inc.","28.79","1068183364.57","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cry",
"CVS","CVS Health Corporation","54.19","70288882521.35","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"DVA","DaVita Inc.","54.92","9138688000","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DPLO","Diplomat Pharmacy, Inc.","5.7","424591706.1","n/a","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","40.57","6729097408.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdy",
"EW","Edwards Lifesciences Corporation","190","39540779350","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ew",
"ELAN","Elanco Animal Health Incorporated","32.17","11762764616.87","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/elan",
"LLY","Eli Lilly and Company","129.05","125232415412.35","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lly",
"EBS","Emergent Biosolutions, Inc.","50.23","2571776000","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ebs",
"EHC","Encompass Health Corporation","58.42","5768619689.56","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ehc",
"ENZ","Enzo Biochem, Inc.","2.79","131803324.65","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/enz",
"FMS","Fresenius Medical Care Corporation","40.8","25041302001.6","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/fms",
"GEN           ","Genesis Healthcare, Inc.","1.46","152448554.28","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/gen",
"GKOS","Glaukos Corporation","76.78","2776190586.18","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/gkos",
"GSK","GlaxoSmithKline PLC","41.81","103822348122.27","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gsk",
"GMED","Globus Medical, Inc.","48.41","4775813514.5","n/a","2012","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/gmed",
"HAE","Haemonetics Corporation","89.75","4577904367.25","n/a","1991","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hae",
"HNGR","Hanger, Inc.","19.19","707977226.51","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hngr",
"HCA","HCA Healthcare, Inc.","131.98","45336656084.74","n/a","2011","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hca",
"HLF","Herbalife Nutrition Ltd.","53.14","8124799807.32","n/a","2004","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/hlf",
"HRC","Hill-Rom Holdings Inc","106.01","7067017034.83","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hrc",
"HUM","Humana Inc.","268.33","36395677189.17","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hum",
"INSP","Inspire Medical Systems, Inc.","51.83","1215800618.27","n/a","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/insp",
"IVC","Invacare Corporation","8.02","266697336.64","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ivc",
"NVTA","Invitae Corporation","23.6","1812752863.2","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/nvta",
"IQV","IQVIA Holdings, Inc.","144.31","28544413952.49","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iqv",
"JNJ","Johnson & Johnson","138.98","370072069376.58","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jnj",
"KDMN","Kadmon Holdings, Inc.","2.77","351539375.94","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kdmn",
"LH","Laboratory Corporation of America Holdings","154.79","15274400125.9","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/lh",
"LCI","Lannett Co Inc","7.87","309186675.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lci",
"MNK","Mallinckrodt plc","22.26","1858821478.08","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnk",
"MCK","McKesson Corporation","118.84","22796515324.48","n/a","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/mck",
"MD","Mednax, Inc","27.77","2440121796.76","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/md",
"MDT","Medtronic plc","90.69","121628981469.3","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/mdt",
"MRK","Merck & Company, Inc.","83.3","215015651656.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrk",
"MOH","Molina Healthcare Inc","144.7","9062495595.6","n/a","2003","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/moh",
"MSA","MSA Safety Incorporporated","104.7","4034047549.5","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/msa",
"MYOV","Myovant Sciences Ltd.","23.77","1683214099.57","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myov",
"NVRO","Nevro Corp.","62.16","1888295050.32","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvro",
"NVS","Novartis AG","95.71","221202217469.59","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","52.13","124479433988.65","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvo",
"NUS","Nu Skin Enterprises, Inc.","49.28","2728189784.32","n/a","1996","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/nus",
"OMI","Owens & Minor, Inc.","4.16","262170355.2","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/omi",
"PEN","Penumbra, Inc.","143.63","4977235094.36","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/pen",
"PRGO","Perrigo Company","49.08","6668650226.52","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prgo",
"PFE","Pfizer, Inc.","42.84","237839317203.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfe",
"PBH","Prestige Consumer Healthcare Inc.","29.35","1520282570.4","n/a","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pbh",
"QGEN","Qiagen N.V.","40.89","9221199419.04","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/qgen",
"DGX","Quest Diagnostics Incorporated","90.14","12102355767.52","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/dgx",
"QHC","Quorum Health Corporation","1.26","39513252.24","n/a","2016","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/qhc",
"RMED","Ra Medical Systems, Inc.","3.64","46188873.64","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmed",
"RMD","ResMed Inc.","104.67","14999211942.03","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmd",
"RAD","Rite Aid Corporation","0.6241","673969714.6769","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"SEM","Select Medical Holdings Corporation","14.13","1911452691.87","n/a","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SNN","Smith & Nephew SNATS, Inc.","40.46","17699597128.08","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"STE","STERIS plc","127.43","10769595955.17","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ste",
"SYK","Stryker Corporation","196.1","73165934622.5","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/syk",
"TAK","Takeda Pharmaceutical Company Limited","20.49","63585629709.84","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tak",
"TARO","Taro Pharmaceutical Industries Ltd.","108.88","4248429114.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TDOC","Teladoc Health, Inc.","53.63","3795222304.14","n/a","2015","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/tdoc",
"TFX","Teleflex Incorporated","302.26","13925517485.46","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tfx",
"THC","Tenet Healthcare Corporation","29.76","3063264652.8","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/thc",
"TEVA","Teva Pharmaceutical Industries Limited","15.72","17128739562.72","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/teva",
"COO","The Cooper Companies, Inc. ","295.82","14605857207.34","n/a","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/coo",
"USPH","U.S. Physical Therapy, Inc.","106.76","1362374181.92","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/usph",
"UNH","UnitedHealth Group Incorporated","245.54","235605086973.1","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/unh",
"UHS","Universal Health Services, Inc.","134.75","12233245871","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/uhs",
"VAPO","Vapotherm, Inc.","19.75","342589622.5","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vapo",
"VAR","Varian Medical Systems, Inc.","141.59","12853187216.13","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/var",
"WCG","WellCare Health Plans, Inc.","273.64","13764698112.6","n/a","2004","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/wcg",
"ZBH","Zimmer Biomet Holdings, Inc.","127.76","26137085607.68","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/zbh",
"ZTS","Zoetis Inc.","101.54","48614500249.1","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zts",
"ZYME","Zymeworks Inc.","16.13","516568072.87","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zyme",
