"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TWLO","Twilio Inc.","127.67","15777602739.43","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twlo",
"TWTR","Twitter, Inc.","33.44","25642612952","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/twtr",
"TYL","Tyler Technologies, Inc.","206.87","7933872033.9","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tyl",
"UIS","Unisys Corporation","11.72","598125523.72","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/uis",
"UMC","United Microelectronics Corporation","1.88","4477498230.6","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/umc",
"URI","United Rentals, Inc.","118.11","9306352607.73","n/a","1997","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/uri",
"VEEV","Veeva Systems Inc.","126.76","15995980033.2","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/veev",
"VMW","Vmware, Inc.","184.29","20353171521.42","n/a","2007","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vmw",
"WBT","Welbilt, Inc.","16.55","2328495712.75","n/a","2016","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wbt",
"WIT","Wipro Limited","4.05","24349961569.5","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wit",
"WK","Workiva Inc.","50.71","2246690931.32","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/wk",
"WPP","WPP plc","54.66","13794256360.44","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/wpp",
"XRX","Xerox Corporation","33.01","7543001281.52","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/xrx",
"YEXT","Yext, Inc.","21.59","2207530887.19","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/yext",
"ZEN","Zendesk, Inc.","85.33","9246262803.75","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/zen",
"ZUO","Zuora, Inc.","19.68","2135331168","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/zuo",
